,invoice,article_id,quantity,index_group_name,price_quant
3850,722270,562252035,1,Ladieswear,0.0254067796610169
3851,722270,613456001,1,Ladieswear,0.0169322033898305
3852,722270,562245001,1,Ladieswear,0.0338813559322033
3853,722270,562245004,1,Ladieswear,0.0220169491525423
3854,722270,372860001,1,Ladieswear,0.0135423728813559
3855,722270,160442007,1,Ladieswear,0.0133898305084745
3856,722270,671505004,2,Ladieswear,0.1355254237288132
3857,722270,636455003,1,Ladieswear,0.0508305084745762
3858,722270,469039019,1,Ladieswear,0.0191355932203389
3859,722270,562252032,1,Ladieswear,0.0254067796610169
3860,722270,383152002,1,Ladieswear,0.0304915254237288
3861,722270,661306001,2,Ladieswear,0.063322033898305
3862,722270,690933001,1,Ladieswear,0.0335084745762711
3863,722270,697054002,1,Ladieswear,0.0254067796610169
3864,722270,665095005,1,Ladieswear,0.0251355932203389
3865,722270,692930001,1,Ladieswear,0.0169322033898305
3866,722270,559634009,1,Ladieswear,0.0317627118644067
3867,722270,689109001,2,Ladieswear,0.067728813559322
3868,722270,695632009,1,Ladieswear,0.0338813559322033
3869,722270,599580028,1,Ladieswear,0.0169322033898305
3870,722270,709833001,1,Ladieswear,0.0251355932203389
3871,722270,747737001,1,Ladieswear,0.0101525423728813
3872,722270,700329001,1,Ladieswear,0.0335084745762711
3873,722270,294008047,1,Ladieswear,0.0143898305084745
3874,722270,695544002,1,Ladieswear,0.0316271186440677
3875,722270,559630009,1,Ladieswear,0.0254067796610169
3876,722270,698283002,1,Ladieswear,0.0169322033898305
3877,722270,637283006,1,Ladieswear,0.0593050847457627
3878,722270,620573008,1,Ladieswear,0.0167457627118644
3879,722270,573716053,1,Ladieswear,0.0254067796610169
3880,722270,664405005,1,Ladieswear,0.0135423728813559
3881,722270,590928013,1,Ladieswear,0.0285762711864406
3882,722270,712924003,1,Ladieswear,0.0158813559322033
3883,722270,717370003,1,Ladieswear,0.0304915254237288
3884,722270,717251003,1,Ladieswear,0.0169322033898305
7667,1002514,562252035,1,Ladieswear,0.0146101694915254
7668,1002514,562252014,1,Ladieswear,0.0146101694915254
7669,1002514,562252028,1,Ladieswear,0.0243728813559322
7670,1002514,562245001,3,Ladieswear,0.28133898305084726
7671,1002514,647334001,1,Ladieswear,0.0115084745762711
7672,1002514,372860001,2,Ladieswear,0.0541694915254236
7673,1002514,579541030,1,Ladieswear,0.0169322033898305
7674,1002514,372860002,1,Ladieswear,0.0101525423728813
7675,1002514,516859008,1,Ladieswear,0.0135423728813559
7676,1002514,562252039,1,Ladieswear,0.0243728813559322
7677,1002514,660599008,1,Ladieswear,0.0135423728813559
7678,1002514,700745001,1,Ladieswear,0.0254067796610169
7679,1002514,278811006,1,Ladieswear,0.0338813559322033
7680,1002514,763178001,1,Ladieswear,0.0169322033898305
7681,1002514,781613006,1,Ladieswear,0.0492711864406779
7682,1002514,751471001,1,Ladieswear,0.0338813559322033
7683,1002514,736531009,1,Ladieswear,0.0098135593220338
7684,1002514,736530011,1,Ladieswear,0.024593220338983
7685,1002514,786307001,1,Ladieswear,0.0213050847457627
7686,1002514,464297030,1,Ladieswear,0.0163898305084745
7687,1002514,794819001,1,Ladieswear,0.0254067796610169
7688,1002514,785515002,1,Ladieswear,0.0593050847457627
